20	89,58
25	82,65
31,5	75,98
40	69,62
50	64,02
63	58,55
80	53,19
100	48,38
125	43,94
160	39,37
200	35,51
250	31,99
315	28,69
400	25,67
500	23,43
630	21,48
800	20,1
1000	20,01
1250	21,46
1600	21,4
2000	18,15
2500	15,38
3150	14,26
4000	15,14
5000	18,63
6300	25,02
8000	31,52
10000	34,43
12500	33,04
16000	34,67
20000	84,18
