20	76,55
25	65,62
31,5	55,12
40	45,53
50	37,63
63	30,86
80	25,02
100	20,51
125	16,65
160	13,12
200	10,09
250	7,54
315	5,11
400	3,06
500	1,48
630	0,3
800	-0,3
1000	-0,01
1250	1,03
1600	-1,19
2000	-4,11
2500	-7,05
3150	-9,03
4000	-8,49
5000	-4,48
6300	3,28
8000	9,83
10000	10,48
12500	8,38
16000	14,1
20000	79,65
