20	109,51
25	104,23
31,5	99,08
40	94,18
50	89,96
63	85,94
80	82,05
100	78,65
125	75,56
160	72,47
200	69,86
250	67,53
315	65,39
400	63,45
500	62,05
630	60,81
800	59,89
1000	60,01
1250	62,15
1600	63,19
2000	59,96
2500	57,26
3150	56,42
4000	57,57
5000	60,89
6300	66,36
8000	71,66
10000	73,16
12500	68,63
16000	68,43
20000	104,92
