20	118,99
25	114,23
31,5	109,65
40	105,34
50	101,72
63	98,36
80	95,17
100	92,48
125	90,09
160	87,82
200	85,92
250	84,31
315	82,89
400	81,68
500	80,86
630	80,17
800	79,67
1000	80,01
1250	82,48
1600	83,74
2000	80,59
2500	77,88
3150	77,07
4000	78,31
5000	81,62
6300	86,81
8000	91,41
10000	91,74
12500	85,41
16000	84,67
20000	118,95
